摄像头编号 笼子编号 时段 变化点数
ch04 1-1 23 134221.0
ch02 1-1 23 70403.0
ch02 1-2 23 91526.0
ch02 2-2 23 135807.0
ch03 1-2 24 89171.0
ch01 1-2 4 156580.0
ch03 2-2 23 133423.0
ch01 1-2 14 121440.0
ch01 2-1 14 178956.0
ch01 1-1 16 94732.0
ch01 1-2 16 83948.0
ch01 2-1 16 110709.0
ch01 1-1 16 110047.0
ch01 1-2 16 95321.0
ch01 2-1 16 106065.0
ch01 1-1 17 105046.0
ch01 1-2 17 99863.0
ch01 2-1 17 99611.0
ch01 1-1 17 106100.0
ch01 1-2 17 98099.0
ch01 2-1 17 109731.0
ch01 1-1 17 130205.0
ch01 1-2 17 114008.0
ch01 2-1 17 131968.0
ch01 1-1 18 113161.0
ch01 1-2 18 108573.0
ch01 2-1 18 133761.0
ch01 1-1 18 128656.0
ch01 1-2 18 103414.0
ch01 2-1 18 104606.0
ch01 1-1 19 132782.0
ch01 1-2 19 98727.0
ch01 2-1 19 120751.0
ch03 1-1 24 79721.0
ch01 1-1 14 146254.0
ch01 1-2 19 148110.0
ch01 2-2 7 196210.0
ch01 1-1 3 229936.0
ch01 1-1 6 223244.0
ch01 2-2 6 160408.0
ch01 1-2 6 152947.0
ch01 1-1 6 221521.0
ch01 2-2 6 169492.0
ch01 1-2 6 157606.0
ch01 1-1 6 224824.0
ch01 2-2 5 164053.0
ch01 1-2 5 154835.0
ch01 1-1 5 227175.0
ch01 2-2 5 169516.0
ch01 1-2 5 147213.0
ch01 1-1 5 215810.0
ch01 2-2 4 193521.0
ch01 1-1 7 210323.0
ch01 1-1 4 234363.0
ch01 2-2 4 161457.0
ch01 1-2 4 173651.0
ch01 1-1 4 227095.0
ch01 2-2 4 183452.0
ch01 1-2 4 178629.0
ch01 1-1 4 242830.0
ch01 2-2 3 186109.0
ch01 1-2 3 159868.0
ch01 1-1 3 199893.0
ch01 2-2 3 144112.0
ch01 1-2 3 175787.0
ch01 1-2 7 158867.0
ch01 2-1 19 266263.0
ch01 1-1 19 201415.0
ch01 1-2 20 113961.0
ch03 1-1 23 114186.0
ch01 1-1 20 106411.0
ch03 2-2 23 110029.0
ch03 2-1 23 93860.0
ch03 1-2 23 95893.0
ch03 1-1 23 57927.0
ch01 2-1 23 157110.0
ch01 1-2 23 130668.0
ch01 1-1 23 112057.0
ch03 1-2 23 112078.0
ch03 2-1 23 143565.0
ch01 1-2 22 151070.0
ch01 1-1 22 123817.0
ch01 2-1 22 162298.0
ch01 1-2 22 119189.0
ch01 2-1 22 140209.0
ch01 1-2 21 109881.0
ch01 2-1 21 147708.0
ch01 1-1 21 91239.0
ch01 1-2 21 106439.0
ch01 1-1 21 88146.0
ch01 1-1 21 119643.0
ch01 2-1 21 136611.0
ch01 2-1 20 131954.0
ch01 2-1 21 155400.0
ch01 1-1 22 132197.0
ch01 1-2 21 102401.0
ch03 2-2 4 127175.0
ch03 2-1 4 107641.0
ch03 1-2 4 107188.0
ch03 1-2 5 63869.0
ch03 2-1 5 63332.0
ch03 2-2 5 72940.0
ch03 1-1 5 68684.0
ch03 1-2 5 84513.0
ch03 2-1 5 117804.0
ch03 2-2 5 124975.0
ch03 1-1 4 71163.0
ch03 1-2 5 111113.0
ch03 2-1 5 111187.0
ch03 2-2 5 128974.0
ch03 1-1 5 62806.0
ch03 2-2 4 124892.0
ch03 2-1 3 106512.0
ch03 1-2 4 96239.0
ch03 2-2 3 56000.0
ch03 1-1 3 52038.0
ch03 2-1 3 39632.0
ch03 1-2 3 68494.0
ch03 2-1 3 79807.0
ch03 2-2 3 129163.0
ch03 1-1 3 86481.0
ch03 1-2 3 94125.0
ch03 2-1 4 104098.0
ch03 2-2 3 113214.0
ch03 1-2 4 84042.0
ch03 2-1 4 105423.0
ch03 2-2 4 115465.0
ch03 1-1 4 43436.0
ch03 1-2 4 47050.0
ch03 2-1 4 62693.0
ch03 2-2 4 74403.0
ch03 1-1 4 80254.0
ch03 1-1 4 64993.0
ch03 1-1 5 43282.0
ch03 2-1 9 79453.0
ch03 1-2 6 108932.0
ch02 2-1 8 68150.0
ch02 2-2 8 108672.0
ch02 1-1 8 24253.0
ch02 1-2 8 40671.0
ch02 2-1 8 28970.0
ch02 2-2 8 36724.0
ch02 1-1 9 48705.0
ch02 1-2 9 68606.0
ch02 2-1 9 45466.0
ch02 2-2 9 65399.0
ch02 1-1 9 46949.0
ch02 1-2 9 46682.0
ch02 2-1 9 51586.0
ch02 2-2 9 56470.0
ch02 1-1 9 63510.0
ch02 1-2 9 87023.0
ch02 2-1 9 64991.0
ch02 1-2 8 83637.0
ch02 1-1 8 66267.0
ch02 2-2 7 88049.0
ch02 2-1 7 56863.0
ch02 1-1 6 59722.0
ch02 1-2 6 86869.0
ch02 2-1 6 60037.0
ch02 2-2 6 78375.0
ch02 1-1 6 64153.0
ch02 1-2 6 76179.0
ch02 2-1 6 57050.0
ch02 2-2 6 86044.0
ch02 2-2 9 113863.0
ch02 1-1 7 48276.0
ch02 2-1 7 51619.0
ch02 2-2 7 78886.0
ch02 1-1 7 65913.0
ch02 1-2 7 90677.0
ch02 2-1 7 55269.0
ch02 2-2 7 109834.0
ch02 1-1 7 65231.0
ch02 1-2 7 83140.0
ch02 1-2 7 77022.0
ch02 1-1 9 44377.0
ch02 1-2 9 72273.0
ch02 2-1 9 46591.0
ch02 1-2 11 98620.0
ch02 2-1 11 76786.0
ch02 2-2 11 102858.0
ch02 1-1 12 18410.0
ch02 1-2 12 34589.0
ch02 2-1 12 27146.0
ch02 2-2 12 36788.0
ch02 1-1 12 44199.0
ch02 1-1 11 100102.0
ch02 1-2 12 55094.0
ch02 2-2 12 48706.0
ch02 1-1 12 58881.0
ch02 1-2 12 83467.0
ch02 2-1 12 75087.0
ch02 2-2 12 88079.0
ch02 1-1 13 34485.0
ch02 1-2 13 82628.0
ch02 2-1 13 54039.0
ch02 2-1 12 65943.0
ch02 2-2 6 0.0
ch02 2-2 11 91001.0
ch02 1-2 11 74612.0
ch02 2-2 9 72592.0
ch02 1-1 10 91618.0
ch02 1-2 10 77985.0
ch02 2-1 10 82919.0
ch02 2-2 10 88725.0
ch02 1-1 10 62394.0
ch02 1-2 10 74554.0
ch02 2-1 10 81091.0
ch02 2-1 11 83004.0
ch02 2-2 10 93495.0
ch02 1-2 11 64326.0
ch02 2-1 11 49240.0
ch02 2-2 11 65548.0
ch02 1-1 11 28811.0
ch02 1-2 11 34089.0
ch02 2-1 11 18190.0
ch02 2-2 11 39582.0
ch02 1-1 11 82881.0
ch02 1-1 11 51005.0
ch02 2-1 6 0.0
ch02 1-2 6 0.0
ch02 1-1 6 0.0
ch02 2-1 1 100061.0
ch02 2-2 1 144876.0
ch02 1-1 1 63259.0
ch02 1-2 1 81833.0
ch02 2-1 1 68503.0
ch02 2-2 1 97859.0
ch02 1-1 2 60319.0
ch02 1-2 2 85578.0
ch02 1-1 1 75266.0
ch02 2-1 2 58022.0
ch02 1-1 2 63342.0
ch02 1-2 2 83475.0
ch02 2-1 2 49253.0
ch02 2-2 2 92030.0
ch02 1-1 2 67623.0
ch02 1-2 2 87021.0
ch02 2-1 2 53135.0
ch02 2-2 2 78750.0
ch02 2-2 2 94627.0
ch02 1-1 3 47678.0
ch02 2-2 1 90074.0
ch02 1-2 1 67958.0
ch03 1-2 3 56713.0
ch02 1-1 0 78209.0
ch02 1-2 0 104358.0
ch02 2-1 0 95440.0
ch02 2-2 0 140942.0
ch02 1-1 0 55412.0
ch02 1-2 0 85004.0
ch02 2-1 0 74127.0
ch02 2-1 1 63488.0
ch02 2-2 0 117279.0
ch02 1-2 0 112237.0
ch02 2-1 0 91312.0
ch02 2-2 0 145914.0
ch02 1-1 0 71132.0
ch02 1-2 0 107759.0
ch02 2-1 0 98476.0
ch02 2-2 0 140305.0
ch02 1-1 1 46775.0
ch02 1-1 0 77568.0
ch02 2-2 13 92067.0
ch02 1-2 3 75021.0
ch02 2-2 3 60347.0
ch02 2-1 4 85728.0
ch02 2-2 4 111518.0
ch02 1-1 5 60896.0
ch02 1-2 5 72781.0
ch02 2-1 5 50879.0
ch02 2-2 5 90620.0
ch02 1-1 5 51960.0
ch02 1-2 5 68886.0
ch02 1-2 4 96519.0
ch02 2-1 5 43737.0
ch02 1-1 5 63302.0
ch02 1-2 5 86649.0
ch02 2-1 5 54681.0
ch02 2-2 5 91353.0
ch02 1-1 5 61555.0
ch02 1-2 5 82797.0
ch02 2-1 5 51539.0
ch02 2-2 5 91805.0
ch02 2-2 5 73080.0
ch02 2-1 3 32665.0
ch02 1-1 4 67333.0
ch02 2-1 4 65959.0
ch02 1-1 3 58013.0
ch02 1-2 3 71365.0
ch02 2-1 3 46997.0
ch02 2-2 3 83771.0
ch02 1-1 3 62293.0
ch02 1-2 3 89111.0
ch02 2-1 3 60504.0
ch02 2-2 3 88322.0
ch02 2-2 4 103921.0
ch02 1-1 3 66145.0
ch02 2-1 3 82566.0
ch02 2-2 3 103154.0
ch02 1-1 4 13931.0
ch02 1-2 4 20609.0
ch02 2-1 4 13461.0
ch02 2-2 4 25692.0
ch02 1-1 4 59937.0
ch02 1-2 4 90961.0
ch02 1-2 3 106703.0
ch03 1-1 6 85674.0
ch02 1-1 13 4773.0
ch02 2-1 13 2074.0
ch03 2-2 10 114371.0
ch03 2-1 10 117192.0
ch03 1-2 10 112320.0
ch03 1-1 10 116763.0
ch03 2-2 10 104237.0
ch03 2-1 10 72507.0
ch03 1-2 10 111636.0
ch03 1-1 10 78716.0
ch03 2-2 9 100527.0
ch03 2-1 9 68236.0
ch03 1-2 9 110187.0
ch03 1-1 9 68028.0
ch03 2-2 9 80370.0
ch03 2-1 9 52897.0
ch03 1-2 9 80310.0
ch03 1-1 9 65101.0
ch03 2-2 9 100633.0
ch03 1-1 11 62881.0
ch03 1-2 11 89586.0
ch03 2-1 11 67948.0
ch03 2-2 11 93971.0
ch03 1-2 12 25438.0
ch03 1-1 12 7635.0
ch03 2-2 12 16434.0
ch03 2-1 12 7131.0
ch03 1-2 12 10328.0
ch03 1-1 12 6528.0
ch03 2-2 11 125686.0
ch03 2-1 11 103918.0
ch03 2-1 9 72305.0
ch03 1-2 11 125672.0
ch03 2-2 11 125060.0
ch03 2-1 11 73724.0
ch03 1-2 11 129731.0
ch03 1-1 11 65291.0
ch03 2-2 11 77613.0
ch03 2-1 11 47580.0
ch03 1-2 11 55176.0
ch03 1-1 11 47654.0
ch03 1-1 11 97102.0
ch03 1-2 9 92786.0
ch03 1-1 9 77698.0
ch03 2-2 9 91885.0
ch03 2-2 7 113757.0
ch03 2-1 7 95919.0
ch03 1-2 7 95031.0
ch03 1-1 7 69855.0
ch03 2-2 6 136864.0
ch03 2-1 6 119512.0
ch03 1-2 6 119995.0
ch03 1-1 6 84055.0
ch03 1-1 7 66404.0
ch03 2-2 6 128252.0
ch03 1-2 6 102161.0
ch03 1-1 6 72194.0
ch03 2-2 6 43659.0
ch03 2-1 6 44404.0
ch03 1-2 6 32771.0
ch03 1-1 6 24993.0
ch03 2-2 6 138368.0
ch03 2-1 6 114740.0
ch03 2-1 6 118526.0
ch03 2-1 12 5553.0
ch03 1-2 7 70231.0
ch03 2-2 7 90687.0
ch03 1-2 9 96209.0
ch03 1-1 9 77329.0
ch03 2-2 8 161228.0
ch03 2-1 8 132584.0
ch03 1-2 8 114115.0
ch03 1-1 8 98555.0
ch03 2-2 8 139429.0
ch03 2-1 8 134151.0
ch03 2-1 7 90692.0
ch03 1-2 8 112962.0
ch03 2-2 7 123437.0
ch03 2-1 7 129307.0
ch03 1-2 7 112035.0
ch03 1-1 7 84047.0
ch03 2-2 7 136759.0
ch03 2-1 7 100423.0
ch03 1-2 7 102052.0
ch03 1-1 7 63975.0
ch03 1-1 8 77441.0
ch03 2-2 12 25859.0
ch03 1-1 12 114636.0
ch03 1-2 12 125217.0
ch02 1-2 19 85870.0
ch02 2-1 19 75799.0
ch02 2-2 19 96532.0
ch02 1-1 19 68785.0
ch02 1-2 19 89851.0
ch02 2-1 19 66127.0
ch02 2-2 19 96956.0
ch02 1-1 20 60318.0
ch02 1-1 19 57955.0
ch02 1-2 20 90022.0
ch02 2-2 20 106284.0
ch02 1-1 20 71866.0
ch02 1-2 20 110040.0
ch02 2-1 20 109903.0
ch02 2-2 20 130496.0
ch02 1-1 20 72385.0
ch02 1-2 20 110796.0
ch02 2-1 20 77326.0
ch02 2-1 20 86417.0
ch02 2-2 20 127661.0
ch02 2-2 18 89701.0
ch02 1-2 18 85920.0
ch02 2-2 13 9742.0
ch02 1-1 13 52389.0
ch02 1-2 13 75405.0
ch02 2-1 13 64770.0
ch02 2-2 13 86308.0
ch02 1-1 13 62589.0
ch02 1-2 13 82642.0
ch02 2-1 13 68237.0
ch02 2-1 18 64753.0
ch02 2-2 13 100369.0
ch02 1-2 14 52576.0
ch02 2-1 14 36079.0
ch02 2-2 14 66117.0
ch02 1-1 18 53851.0
ch02 1-2 18 91843.0
ch02 2-1 18 71996.0
ch02 2-2 18 102130.0
ch02 1-1 18 60873.0
ch02 1-1 14 24131.0
ch02 1-2 13 13681.0
ch02 1-1 21 56718.0
ch02 2-1 21 81805.0
ch02 1-2 23 78721.0
ch02 2-1 23 76338.0
ch02 2-2 23 144868.0
ch01 1-2 13 104446.0
ch03 2-2 13 147042.0
ch03 2-1 13 135222.0
ch03 1-2 13 123461.0
ch03 1-1 13 107735.0
ch02 1-1 23 62329.0
ch03 2-2 13 88951.0
ch03 1-2 13 63925.0
ch03 1-1 13 71844.0
ch03 2-2 13 81098.0
ch03 2-1 13 51681.0
ch03 1-2 13 69391.0
ch03 1-1 13 50073.0
ch03 2-2 12 129495.0
ch03 2-1 12 135230.0
ch03 2-1 13 87036.0
ch02 1-2 21 79899.0
ch02 2-2 23 144317.0
ch02 1-2 23 86152.0
ch02 2-2 21 126271.0
ch02 1-1 21 61951.0
ch02 1-2 21 100937.0
ch02 2-1 21 105977.0
ch02 2-2 21 183101.0
ch02 1-1 22 63208.0
ch02 1-2 22 132580.0
ch02 2-1 22 84941.0
ch02 2-1 23 100015.0
ch02 2-2 22 158214.0
ch02 1-2 22 35657.0
ch02 2-1 22 61002.0
ch02 2-2 22 78476.0
ch02 1-1 22 61579.0
ch02 1-2 22 98007.0
ch02 2-1 22 75271.0
ch02 2-2 22 155087.0
ch02 1-1 23 63989.0
ch02 1-1 22 61068.0
ch03 1-1 3 21394.0
ch01 1-1 13 106735.0
ch03 2-1 2 78596.0
ch01 1-2 4 81358.0
ch01 1-1 4 104885.0
ch01 2-1 3 201693.0
ch01 1-2 3 144647.0
ch01 1-1 3 164118.0
ch01 2-1 3 141801.0
ch01 1-2 3 120090.0
ch01 1-1 3 124705.0
ch01 2-1 3 154869.0
ch01 1-2 3 97011.0
ch01 1-1 3 131786.0
ch01 2-1 3 4389.0
ch01 1-2 3 203.0
ch01 1-1 3 4065.0
ch01 2-1 2 167183.0
ch01 1-2 2 116459.0
ch01 1-1 2 136993.0
ch01 2-1 2 140566.0
ch01 1-2 2 106157.0
ch01 1-1 2 149532.0
ch01 2-1 2 161799.0
ch01 1-2 2 90172.0
ch01 1-1 2 117220.0
ch01 2-1 1 147645.0
ch01 1-2 1 101908.0
ch01 1-1 1 119335.0
ch01 2-1 1 133235.0
ch01 2-1 4 146417.0
ch01 1-2 1 104032.0
ch01 1-1 4 152291.0
ch01 2-1 4 198264.0
ch01 1-1 5 134890.0
ch01 2-1 5 205991.0
ch01 1-2 5 149513.0
ch01 1-1 5 181204.0
ch01 2-1 5 27931.0
ch01 1-2 5 6311.0
ch01 1-1 5 8061.0
ch01 2-1 5 17049.0
ch01 1-2 5 5056.0
ch01 1-1 5 5923.0
ch01 2-1 4 200332.0
ch01 1-2 4 145607.0
ch01 1-1 4 161862.0
ch01 2-1 4 143863.0
ch01 1-2 4 96129.0
ch01 1-1 4 119437.0
ch01 2-1 4 198432.0
ch01 1-2 4 140726.0
ch01 1-1 4 165518.0
ch01 2-1 4 168471.0
ch01 1-1 4 129057.0
ch01 2-1 4 182271.0
ch01 1-2 4 134271.0
ch01 1-1 4 159295.0
ch01 2-1 4 132200.0
ch01 1-2 4 99902.0
ch01 1-1 4 105513.0
ch01 1-2 4 119498.0
ch01 1-1 1 141407.0
ch01 2-1 1 74985.0
ch01 1-2 1 44258.0
ch01 1-1 20 117522.0
ch01 1-2 20 120110.0
ch01 2-1 20 142328.0
ch01 1-1 20 119830.0
ch01 1-2 20 107531.0
ch01 2-1 20 131409.0
ch01 1-1 20 113180.0
ch01 1-2 20 106872.0
ch01 2-1 20 130398.0
ch01 1-1 21 126917.0
ch01 1-2 21 133023.0
ch01 2-1 21 175944.0
ch01 1-1 21 137047.0
ch01 1-2 21 122642.0
ch01 1-1 22 170606.0
ch01 1-2 22 208045.0
ch01 2-1 22 176721.0
ch01 1-1 23 143052.0
ch01 1-2 23 129132.0
ch01 2-2 23 149699.0
ch01 1-1 23 136864.0
ch01 1-2 23 142656.0
ch01 2-2 23 151139.0
ch01 1-1 24 158330.0
ch01 1-2 24 121231.0
ch01 2-2 24 156064.0
ch03 2-2 2 120949.0
ch01 2-1 19 151437.0
ch01 1-2 19 107718.0
ch01 1-1 19 115922.0
ch01 2-1 19 135029.0
ch01 1-1 1 53137.0
ch01 2-1 0 165292.0
ch01 1-2 0 111756.0
ch01 1-1 0 125259.0
ch01 2-1 0 140202.0
ch01 1-2 0 119407.0
ch01 1-1 0 131071.0
ch01 2-1 0 144495.0
ch01 1-2 0 119208.0
ch01 1-1 0 119412.0
ch01 2-1 0 157673.0
ch01 1-2 0 107875.0
ch01 1-1 0 115797.0
ch01 1-2 5 103770.0
ch01 2-1 13 133852.0
ch01 1-2 14 0.0
ch01 2-1 14 0.0
ch01 1-1 18 114481.0
ch01 1-2 18 117579.0
ch01 2-1 18 146425.0
ch01 1-1 18 102313.0
ch01 1-2 18 102809.0
ch01 2-1 18 133422.0
ch01 1-1 19 122819.0
ch01 1-2 19 124150.0
ch01 2-1 19 138892.0
ch01 1-1 19 121836.0
ch01 1-2 19 123056.0
ch01 1-1 14 0.0
ch01 2-1 5 163657.0
ch01 2-1 21 163192.0
ch01 1-2 5 135224.0
ch03 1-2 0 96437.0
ch03 1-1 0 34473.0
ch01 2-1 13 138827.0
ch01 1-2 13 117067.0
ch01 1-1 13 999357.0
ch01 2-1 13 105881.0
ch01 1-2 13 88838.0
ch01 1-1 13 93915.0
ch01 2-1 13 100878.0
ch01 1-2 13 84037.0
ch01 1-1 13 87007.0
ch01 2-1 12 140601.0
ch01 1-2 12 97649.0
ch01 1-1 12 125067.0
ch01 2-1 12 101942.0
ch01 1-2 12 88212.0
ch01 1-1 12 85786.0
ch01 2-1 12 6484.0
ch01 1-2 12 23921.0
ch01 1-1 12 8559.0
ch01 2-1 11 146817.0
ch01 1-2 11 107887.0
ch01 1-1 11 130804.0
ch01 2-1 11 135853.0
ch01 1-2 11 113831.0
ch01 1-1 11 163312.0
ch01 2-1 11 91453.0
ch03 2-1 0 63708.0
ch03 2-2 0 53952.0
ch03 1-1 0 41820.0
ch03 1-2 0 73384.0
ch01 1-1 5 159317.0
ch03 1-2 2 102919.0
ch03 1-1 2 39164.0
ch03 2-2 2 107930.0
ch03 2-1 2 74493.0
ch03 1-2 2 76659.0
ch03 1-1 2 43031.0
ch03 2-2 2 124902.0
ch03 1-2 2 78035.0
ch03 1-1 2 45619.0
ch03 2-2 1 107901.0
ch03 2-1 1 82423.0
ch03 1-2 1 75471.0
ch01 1-2 11 85520.0
ch03 1-1 1 42376.0
ch03 2-1 1 70802.0
ch03 1-2 1 83070.0
ch03 1-1 1 39602.0
ch03 2-2 1 8010.0
ch03 2-1 1 5489.0
ch03 1-2 1 4760.0
ch03 1-1 1 2738.0
ch03 2-2 0 101762.0
ch03 2-1 0 92419.0
ch03 1-2 0 72683.0
ch03 1-1 0 52658.0
ch03 2-2 0 123275.0
ch03 2-1 0 75737.0
ch03 2-2 1 107182.0
ch01 1-1 11 87040.0
ch03 2-1 2 80902.0
ch01 1-2 11 74190.0
ch01 1-2 7 100808.0
ch01 1-1 7 121657.0
ch01 2-1 7 75855.0
ch01 1-2 7 50332.0
ch01 1-1 7 61181.0
ch01 2-1 6 168193.0
ch01 1-2 6 110752.0
ch01 1-1 6 117061.0
ch01 2-1 6 214733.0
ch01 1-2 6 140887.0
ch01 1-1 6 170169.0
ch01 2-1 6 169048.0
ch01 1-2 6 118870.0
ch01 1-1 6 118999.0
ch01 2-1 6 193505.0
ch01 1-2 6 119985.0
ch01 1-1 6 161586.0
ch01 2-1 6 160854.0
ch01 1-2 6 92573.0
ch01 1-1 6 105528.0
ch01 2-1 6 172570.0
ch01 1-2 6 104584.0
ch01 2-1 6 130419.0
ch01 1-2 6 84348.0
ch01 1-1 6 101448.0
ch01 2-1 11 82326.0
ch01 2-1 5 223031.0
ch01 2-1 7 164017.0
ch01 1-1 7 121544.0
ch01 1-1 6 147274.0
ch01 2-1 7 164906.0
ch01 1-2 7 101622.0
ch01 1-2 10 100732.0
ch01 1-1 10 127835.0
ch01 1-1 11 78714.0
ch01 1-2 10 147059.0
ch01 1-1 10 132352.0
ch01 2-1 10 134419.0
ch01 1-2 10 111394.0
ch01 1-1 10 130499.0
ch01 2-1 9 144519.0
ch01 1-2 9 115258.0
ch01 1-1 9 110131.0
ch01 2-1 9 119811.0
ch01 2-1 10 164126.0
ch01 1-1 9 99366.0
ch01 1-1 8 115930.0
ch01 1-2 8 113898.0
ch01 1-2 9 87901.0
ch01 2-1 8 160476.0
ch01 1-1 8 144801.0
ch01 1-2 8 120601.0
ch01 2-1 8 176660.0
ch01 2-1 10 132653.0
ch01 1-2 8 114045.0
ch01 2-1 8 140896.0
ch01 1-1 8 141096.0
ch01 1-1 9 93150.0
ch01 2-1 9 107784.0
ch01 1-2 9 84197.0
ch02 2-2 4 150286.0
ch02 1-2 5 128235.0
ch02 2-1 5 98406.0
ch02 2-2 5 143998.0
ch02 1-2 6 141088.0
ch02 1-1 5 121184.0
ch02 2-1 6 102036.0
ch02 2-2 6 167787.0
ch02 1-1 6 115392.0
ch02 1-2 6 138478.0
ch02 1-1 6 120572.0
ch02 2-2 5 163224.0
ch02 1-2 5 124724.0
ch02 2-1 5 104799.0
ch02 1-1 5 128852.0
ch02 2-2 5 151339.0
ch02 2-1 5 102202.0
ch02 1-1 5 119211.0
ch02 2-2 4 176535.0
ch02 2-1 4 88666.0
ch02 1-2 4 144793.0
ch02 1-1 4 118104.0
ch02 2-1 6 105897.0
ch02 2-1 4 98129.0
ch02 1-2 5 104941.0
ch02 1-1 8 123532.0
ch02 1-1 7 124679.0
ch02 1-2 9 145880.0
ch02 1-1 9 106604.0
ch02 1-2 4 154934.0
ch02 2-2 9 168848.0
ch02 2-1 9 113180.0
ch02 1-2 9 149216.0
ch02 1-1 9 76045.0
ch02 2-2 8 172215.0
ch02 2-1 8 125624.0
ch02 1-2 8 152897.0
ch02 1-1 8 119824.0
ch02 2-2 8 162440.0
ch02 2-1 8 112641.0
ch02 1-2 8 152310.0
ch02 2-2 7 163972.0
ch02 2-1 7 104021.0
ch02 1-2 7 160680.0
ch02 1-1 7 114122.0
ch02 2-2 7 152491.0
ch02 2-1 7 102318.0
ch02 1-2 7 154119.0
ch02 1-1 7 113198.0
ch02 2-2 7 163115.0
ch02 2-1 7 105089.0
ch02 1-2 7 148251.0
ch02 2-2 6 191641.0
ch02 1-1 4 104554.0
ch02 2-2 1 171440.0
ch02 2-1 3 98163.0
ch02 1-1 1 132801.0
ch02 2-2 0 151155.0
ch02 2-1 0 112343.0
ch02 1-2 0 129412.0
ch02 1-1 0 114703.0
ch02 2-2 0 151989.0
ch02 2-1 0 117979.0
ch02 1-2 0 144968.0
ch02 1-1 0 135286.0
ch02 2-2 0 109795.0
ch02 2-1 0 87753.0
ch02 1-2 1 103474.0
ch02 1-2 0 82944.0
ch01 1-2 11 105459.0
ch01 2-1 11 106750.0
ch01 1-1 12 92746.0
ch01 1-2 12 101989.0
ch01 2-1 12 93835.0
ch01 1-1 12 104526.0
ch01 1-2 12 123241.0
ch01 2-1 12 108882.0
ch01 1-1 13 81659.0
ch02 2-1 9 143193.0
ch01 1-2 13 91786.0
ch02 1-1 0 59537.0
ch02 2-2 3 203903.0
ch02 2-1 1 112911.0
ch02 1-2 1 146118.0
ch02 1-2 3 143329.0
ch02 1-1 3 115597.0
ch02 2-2 3 167777.0
ch02 2-1 3 101403.0
ch02 1-2 3 141298.0
ch02 1-1 3 103597.0
ch02 2-2 3 164945.0
ch02 2-1 3 112077.0
ch02 1-2 3 115168.0
ch02 1-1 3 103874.0
ch02 2-2 2 201552.0
ch02 1-1 1 107791.0
ch02 2-1 2 127806.0
ch02 1-1 2 115458.0
ch02 2-2 2 174421.0
ch02 2-1 2 129906.0
ch02 1-2 2 131747.0
ch02 1-1 2 118115.0
ch02 2-2 1 153556.0
ch02 2-1 1 115169.0
ch02 1-2 1 161506.0
ch02 1-1 1 119754.0
ch02 2-2 1 169245.0
ch02 2-1 1 114657.0
ch02 1-2 2 138586.0
ch02 2-2 9 192316.0
ch04 1-2 7 125123.0
ch02 1-2 9 145201.0
ch04 1-1 9 114252.0
ch04 2-2 9 87855.0
ch04 2-1 9 118097.0
ch04 1-2 9 75482.0
ch04 1-1 9 82603.0
ch04 2-2 9 143869.0
ch04 2-1 9 150284.0
ch04 1-2 9 89966.0
ch04 1-1 9 114477.0
ch04 2-2 8 182714.0
ch04 2-1 8 191773.0
ch04 1-2 9 110890.0
ch04 1-2 8 113576.0
ch04 2-2 8 213006.0
ch04 2-1 8 186709.0
ch04 1-2 8 144175.0
ch04 1-1 8 132232.0
ch04 2-2 8 89392.0
ch04 2-1 8 95351.0
ch04 1-2 8 83468.0
ch04 1-1 8 80463.0
ch04 2-2 7 164302.0
ch04 2-1 7 153223.0
ch04 1-1 7 109565.0
ch04 1-1 8 126337.0
ch04 2-2 7 132808.0
ch04 2-1 9 127286.0
ch04 1-1 10 144065.0
ch01 2-1 13 96471.0
ch04 2-2 12 113987.0
ch04 2-1 12 109357.0
ch04 1-2 12 69029.0
ch04 1-1 12 125350.0
ch04 2-2 11 185907.0
ch04 2-1 11 182410.0
ch04 1-2 11 108316.0
ch04 1-1 11 134509.0
ch04 2-2 11 174790.0
ch04 2-1 11 174448.0
ch04 2-2 9 143668.0
ch04 1-2 11 110100.0
ch04 2-2 11 169500.0
ch04 2-1 11 121914.0
ch04 1-2 11 106052.0
ch04 1-1 11 110042.0
ch04 2-2 10 158277.0
ch04 2-1 10 167318.0
ch04 1-2 10 76480.0
ch04 1-1 10 124227.0
ch04 2-2 10 184681.0
ch04 2-1 10 174658.0
ch04 1-2 10 100493.0
ch04 1-1 11 116502.0
ch04 2-1 7 138851.0
ch04 1-2 7 127163.0
ch04 1-1 7 112058.0
ch02 1-2 12 131939.0
ch02 1-1 12 113565.0
ch02 2-2 11 96871.0
ch02 2-1 11 65988.0
ch02 1-2 11 84676.0
ch02 1-1 11 56581.0
ch02 2-2 11 86300.0
ch02 2-1 11 46316.0
ch02 1-2 11 68756.0
ch02 1-1 11 40662.0
ch02 2-2 10 83313.0
ch02 2-1 12 150961.0
ch02 2-1 10 62389.0
ch02 1-1 10 51890.0
ch02 2-2 10 142209.0
ch02 2-1 10 114643.0
ch02 1-2 10 138867.0
ch02 1-1 10 84454.0
ch02 2-2 10 151005.0
ch02 2-1 10 103523.0
ch02 1-2 10 128440.0
ch02 1-1 10 90475.0
ch02 2-2 9 177446.0
ch02 2-1 9 111934.0
ch02 1-2 10 85167.0
ch02 2-2 12 170988.0
ch02 1-1 12 103282.0
ch02 1-2 12 114651.0
ch04 2-2 6 153592.0
ch04 2-1 6 137269.0
