摄像头编号 笼子编号 时段 变化点数
ch03 2-2 10 115170.0
ch03 1-2 10 106411.0
ch03 1-2 11 111387.0
ch03 2-1 11 85792.0
ch03 2-2 11 118958.0
ch03 1-1 11 54853.0
ch03 1-2 11 94787.0
ch03 2-1 11 67171.0
ch03 1-1 11 84605.0
ch03 2-2 11 104556.0
ch04 2-1 4 88679.0
ch04 2-2 4 90337.0
ch04 1-1 4 74792.0
ch04 1-2 4 89051.0
ch04 2-1 4 88657.0
ch04 2-2 4 96099.0
ch04 1-1 4 79216.0
ch04 1-2 4 93785.0
ch04 2-2 1 89519.0
ch04 2-2 4 62749.0
ch04 1-1 5 67153.0
ch04 2-1 1 79417.0
ch04 1-2 1 59632.0
ch04 1-2 4 101740.0
ch04 1-2 1 62723.0
ch04 2-1 1 67892.0
ch04 1-1 1 63499.0
ch04 2-2 1 85776.0
ch04 2-1 4 85598.0
ch04 1-1 4 67389.0
ch04 2-1 3 93450.0
ch04 1-2 2 100359.0
ch04 1-1 1 63593.0
ch04 2-1 2 91689.0
ch04 2-2 2 95725.0
ch04 1-1 2 64023.0
ch04 1-2 2 88986.0
ch04 1-2 2 66948.0
ch04 2-1 2 78602.0
ch04 2-2 2 89101.0
ch04 1-1 2 92000.0
ch04 1-1 3 96240.0
ch04 1-1 2 86094.0
ch04 2-2 3 91191.0
ch04 1-1 3 80547.0
ch04 1-2 3 89095.0
ch04 2-1 3 90650.0
ch04 2-2 3 90700.0
ch04 2-2 2 102538.0
ch04 2-1 2 78691.0
ch04 1-2 3 58811.0
ch04 2-2 0 66784.0
ch03 1-2 22 62332.0
ch04 1-2 0 59365.0
ch03 2-2 24 3239.0
ch03 2-1 24 5307.0
ch03 1-2 24 2164.0
ch03 1-1 24 2155.0
ch03 2-2 23 72640.0
ch03 2-1 23 75856.0
ch03 1-2 23 55552.0
ch03 1-1 23 51218.0
ch03 2-2 21 122316.0
ch03 2-2 23 78214.0
ch03 1-2 23 68067.0
ch03 1-1 23 61744.0
ch03 2-2 22 95359.0
ch03 2-1 22 70050.0
ch03 1-2 22 59333.0
ch03 1-1 22 62702.0
ch03 2-2 22 79231.0
ch03 2-1 22 61345.0
ch03 2-1 23 65440.0
ch03 2-1 21 85788.0
ch03 1-2 21 62442.0
ch03 1-1 21 47340.0
ch04 1-1 0 77691.0
ch04 2-2 0 72692.0
ch04 2-1 0 89077.0
ch04 1-2 0 83691.0
ch04 1-1 0 70701.0
ch04 2-1 0 80841.0
ch04 1-2 0 53267.0
ch04 1-1 0 90506.0
ch04 2-2 0 123275.0
ch04 2-1 0 131787.0
ch04 1-2 0 113980.0
ch04 1-1 0 71536.0
ch03 1-1 22 50180.0
ch03 2-2 21 66489.0
ch04 1-2 5 85009.0
ch03 1-1 21 52045.0
ch03 1-2 21 48435.0
ch03 2-1 21 63012.0
ch03 2-2 21 83093.0
ch04 2-1 0 66621.0
ch04 2-1 5 92338.0
ch04 1-1 17 101804.0
ch04 1-1 5 78581.0
ch04 1-2 17 100015.0
ch04 2-1 17 118415.0
ch04 2-2 17 128886.0
ch03 2-1 21 56432.0
ch04 1-2 17 105974.0
ch04 2-1 17 84640.0
ch04 2-2 17 118452.0
ch04 1-1 17 104630.0
ch04 1-1 17 89278.0
ch04 2-1 17 94506.0
ch04 2-2 17 110150.0
ch04 1-1 18 80302.0
ch04 1-2 18 89678.0
ch04 2-1 18 91050.0
ch04 2-2 18 98386.0
ch04 1-1 18 84151.0
ch04 1-2 17 91098.0
ch04 2-2 16 156217.0
ch04 2-1 16 123935.0
ch04 1-2 16 112768.0
ch04 1-1 15 91130.0
ch04 1-2 15 93599.0
ch04 2-1 15 107737.0
ch04 2-2 15 105958.0
ch04 1-1 15 120839.0
ch04 1-2 15 119953.0
ch04 2-1 15 102415.0
ch04 2-2 15 113692.0
ch04 1-1 15 112746.0
ch04 1-2 15 106033.0
ch04 2-1 15 115065.0
ch04 2-2 15 125228.0
ch04 1-1 16 92478.0
ch04 1-2 16 113927.0
ch04 2-1 16 112087.0
ch04 2-2 16 118704.0
ch04 1-1 16 128398.0
ch04 1-2 18 91624.0
ch04 2-1 18 76790.0
ch04 2-2 18 91322.0
ch04 1-1 19 101107.0
ch04 2-1 20 116873.0
ch04 2-2 20 136682.0
ch04 1-1 21 93008.0
ch04 1-2 21 92832.0
ch04 2-1 21 121821.0
ch04 2-2 21 137532.0
ch04 1-1 21 96147.0
ch04 1-2 21 100429.0
ch04 2-1 21 126687.0
ch04 2-2 21 134367.0
ch04 1-1 22 97515.0
ch04 1-2 22 103271.0
ch04 2-1 22 110747.0
ch04 2-2 22 177928.0
ch04 1-1 22 91258.0
ch04 1-2 22 92539.0
ch04 2-2 22 160912.0
ch04 1-2 20 88233.0
ch04 2-2 14 155045.0
ch04 1-1 20 96353.0
ch04 2-1 20 127752.0
ch04 1-2 19 106183.0
ch04 2-1 19 102301.0
ch04 2-2 19 112435.0
ch04 1-1 19 88841.0
ch04 1-2 19 123195.0
ch04 2-1 19 128128.0
ch04 2-2 19 126735.0
ch04 1-1 19 97548.0
ch04 1-2 19 112920.0
ch04 2-1 19 140138.0
ch04 2-2 19 169200.0
ch04 1-1 20 127429.0
ch04 1-2 20 112290.0
ch04 2-1 20 165332.0
ch04 2-2 20 151909.0
ch04 1-1 20 103294.0
ch04 1-2 20 108495.0
ch04 2-2 20 149350.0
ch04 2-1 14 130762.0
ch04 1-2 14 130067.0
ch04 1-1 14 124615.0
ch04 2-1 7 104566.0
ch04 2-2 7 92678.0
ch04 1-1 8 82051.0
ch04 1-2 8 90698.0
ch04 2-1 8 107385.0
ch04 2-2 8 93395.0
ch04 1-1 8 65917.0
ch04 1-2 8 57985.0
ch04 2-1 8 93715.0
ch04 2-2 8 83902.0
ch04 1-1 8 89360.0
ch04 1-2 8 92865.0
ch04 2-1 8 74498.0
ch04 2-2 8 107473.0
ch04 1-1 9 82195.0
ch04 1-2 9 90056.0
ch04 2-1 9 88622.0
ch04 1-2 7 92377.0
ch04 1-1 9 72489.0
ch04 1-1 7 86614.0
ch04 2-1 7 91990.0
ch04 1-2 5 92081.0
ch04 2-1 5 89553.0
ch04 2-2 5 85885.0
ch04 1-1 6 77072.0
ch04 1-2 6 100259.0
ch04 2-1 6 85307.0
ch04 2-2 6 88867.0
ch04 1-1 6 77399.0
ch04 1-2 6 77393.0
ch04 2-1 6 98587.0
ch04 2-2 6 91943.0
ch04 1-1 6 88228.0
ch04 1-2 6 80562.0
ch04 2-1 6 109456.0
ch04 2-2 6 103549.0
ch04 1-1 7 83807.0
ch04 1-2 7 81451.0
ch04 2-2 7 91643.0
ch04 2-2 5 82206.0
ch04 1-2 9 71583.0
ch04 2-2 9 27249.0
ch04 2-2 12 105940.0
ch04 1-1 12 45501.0
ch04 1-2 12 41777.0
ch04 2-1 12 30308.0
ch04 2-2 12 65098.0
ch04 1-1 13 86503.0
ch04 1-2 13 95546.0
ch04 2-1 13 89814.0
ch04 2-2 13 83947.0
ch04 1-1 13 66993.0
ch04 1-2 13 47906.0
ch04 2-1 13 67539.0
ch04 2-2 13 57057.0
ch04 1-1 14 98892.0
ch04 1-2 14 106809.0
ch04 2-1 14 103095.0
ch04 2-2 14 98096.0
ch04 2-1 12 81635.0
ch04 2-1 9 24978.0
ch04 1-2 12 75016.0
ch04 2-2 11 97340.0
ch04 1-1 9 84350.0
ch04 1-2 9 72159.0
ch04 2-1 9 105096.0
ch04 2-2 9 93806.0
ch04 1-1 10 147617.0
ch04 1-2 10 35934.0
ch04 2-1 10 191247.0
ch04 2-2 10 8495.0
ch04 1-1 11 63362.0
ch04 1-2 11 28009.0
ch04 1-1 11 81804.0
ch04 1-2 11 81457.0
ch04 2-1 11 115187.0
ch04 2-2 11 81773.0
ch04 1-1 11 83871.0
ch04 1-2 11 77881.0
ch04 2-1 11 89237.0
ch04 1-1 12 83163.0
ch03 1-2 21 63371.0
ch03 1-1 9 45514.0
ch03 2-2 20 63592.0
ch02 1-2 20 127450.0
ch02 1-1 20 89146.0
ch02 2-2 20 177609.0
ch02 2-1 20 130908.0
ch02 1-2 20 133677.0
ch02 1-1 20 102085.0
ch02 2-2 19 139999.0
ch02 2-1 19 185899.0
ch02 1-2 19 114273.0
ch02 1-1 19 99058.0
ch02 2-2 19 203821.0
ch02 2-1 19 146174.0
ch02 1-2 19 89967.0
ch02 1-1 19 88146.0
ch02 2-2 19 195248.0
ch02 2-1 19 135632.0
ch02 1-2 19 116990.0
ch02 2-1 20 190522.0
ch02 1-1 19 84763.0
ch02 2-2 20 209159.0
ch02 1-2 21 141843.0
ch02 2-1 22 150375.0
ch02 1-2 22 132130.0
ch02 1-1 22 98264.0
ch02 2-2 22 238925.0
ch02 2-1 22 155522.0
ch02 1-2 22 133635.0
ch02 1-1 22 117539.0
ch02 2-2 21 210328.0
ch02 2-1 21 195209.0
ch02 1-2 21 154050.0
ch02 1-1 21 91551.0
ch02 2-2 21 200306.0
ch02 2-1 21 152885.0
ch02 1-2 21 138081.0
ch02 1-1 21 113024.0
ch02 2-2 21 179486.0
ch02 2-1 21 136928.0
ch02 1-1 21 143672.0
ch02 2-2 22 207617.0
ch02 2-2 18 260520.0
ch02 1-2 18 153949.0
ch02 2-2 16 167942.0
ch02 2-1 16 147012.0
ch02 1-2 16 100192.0
ch02 1-1 16 82492.0
ch02 2-2 16 162134.0
ch02 2-1 16 121190.0
ch02 1-2 16 118604.0
ch02 1-1 16 83321.0
ch02 2-2 15 190418.0
ch02 2-1 15 122220.0
ch02 1-2 15 102532.0
ch02 1-1 15 99468.0
ch02 2-2 15 148741.0
ch02 2-1 15 146552.0
ch02 1-2 15 79313.0
ch02 1-1 15 87976.0
ch02 2-2 14 172908.0
ch02 1-1 16 82253.0
ch02 2-1 18 195539.0
ch02 1-2 16 60786.0
ch02 2-2 16 127131.0
ch02 1-1 18 127600.0
ch02 2-2 18 150093.0
ch02 2-1 18 139622.0
ch02 1-2 18 96675.0
ch02 1-1 18 81869.0
ch02 2-2 18 171944.0
ch02 2-1 18 122361.0
ch02 1-2 18 88305.0
ch02 1-1 18 73658.0
ch02 2-2 17 197574.0
ch02 2-1 17 122231.0
ch02 1-2 17 93304.0
ch02 1-1 17 74124.0
ch02 2-2 17 195414.0
ch02 2-1 17 158980.0
ch02 1-2 17 92741.0
ch02 1-1 17 83142.0
ch02 2-1 16 107706.0
ch02 2-1 14 118519.0
ch02 1-1 23 109548.0
ch02 2-1 23 178171.0
ch03 2-2 1 101654.0
ch03 1-1 1 48461.0
ch03 1-2 1 77191.0
ch03 2-1 1 86589.0
ch03 2-2 1 117428.0
ch03 1-1 1 49589.0
ch03 1-2 1 52711.0
ch03 2-1 1 82112.0
ch03 2-2 1 104602.0
ch03 1-1 2 56149.0
ch03 1-2 2 73746.0
ch03 2-1 2 73171.0
ch03 2-2 2 98791.0
ch03 1-1 2 31415.0
ch03 1-2 2 38073.0
ch03 2-1 2 43997.0
ch03 2-2 2 74141.0
ch03 2-1 1 98002.0
ch03 1-1 3 13477.0
ch03 1-2 1 74316.0
ch03 2-2 0 108676.0
ch04 2-1 22 129825.0
ch04 2-2 22 154583.0
ch03 1-1 0 92942.0
ch03 1-2 0 107670.0
ch03 2-1 0 112060.0
ch03 2-2 0 131057.0
ch03 1-1 0 10427.0
ch03 1-2 0 11791.0
ch03 2-1 0 13420.0
ch03 2-2 0 28245.0
ch03 1-1 0 41007.0
ch03 1-2 0 53373.0
ch03 2-1 0 79505.0
ch03 2-2 0 104510.0
ch03 1-1 0 53272.0
ch03 1-2 0 72600.0
ch03 2-1 0 76062.0
ch03 1-1 1 54406.0
ch02 1-2 23 164298.0
ch03 1-2 3 12375.0
ch03 2-2 3 39029.0
ch03 2-1 5 89239.0
ch03 2-2 5 118886.0
ch03 1-1 5 51534.0
ch03 1-2 5 74460.0
ch03 2-1 5 84211.0
ch03 2-2 5 116226.0
ch03 1-1 6 48904.0
ch03 1-2 6 68514.0
ch02 2-2 24 91570.0
ch02 2-1 24 59497.0
ch02 1-2 24 64348.0
ch02 1-1 24 33728.0
ch02 2-2 23 207709.0
ch02 2-1 23 168827.0
ch02 1-2 23 125625.0
ch02 1-1 23 61004.0
ch02 2-2 23 224584.0
ch03 1-2 5 76095.0
ch03 2-1 3 17067.0
ch03 1-1 5 55179.0
ch03 2-1 5 83666.0
ch03 1-1 3 52936.0
ch03 1-2 3 76837.0
ch03 2-1 3 82167.0
ch03 2-2 3 120311.0
ch03 1-1 3 52479.0
ch03 1-2 3 76794.0
ch03 2-1 3 87670.0
ch03 2-2 3 126078.0
ch03 1-1 4 55706.0
ch03 1-2 4 75155.0
ch03 2-1 4 87822.0
ch03 2-2 4 122336.0
ch03 1-1 4 70967.0
ch03 1-2 4 70967.0
ch03 2-2 4 115673.0
ch03 1-1 5 57551.0
ch03 1-2 5 68050.0
ch03 2-2 5 113424.0
ch03 1-1 21 45353.0
ch02 1-2 14 169787.0
ch02 2-2 14 182481.0
ch03 1-1 15 56788.0
ch03 1-2 15 57039.0
ch03 2-1 15 53319.0
ch03 2-2 15 52385.0
ch03 1-1 15 46363.0
ch03 1-2 15 45421.0
ch03 2-1 15 45085.0
ch03 2-2 15 53289.0
ch03 1-1 16 47337.0
ch03 1-2 16 47529.0
ch03 2-1 16 57090.0
ch03 2-2 16 79613.0
ch03 1-1 16 49409.0
ch03 1-2 16 35809.0
ch03 2-1 16 43596.0
ch03 2-2 16 37640.0
ch03 1-1 16 43884.0
ch03 2-2 14 65154.0
ch03 1-2 16 31910.0
ch03 2-1 14 94896.0
ch03 1-1 14 73290.0
ch03 2-2 12 88834.0
ch03 1-1 13 62910.0
ch03 1-2 13 71109.0
ch03 2-1 13 72598.0
ch03 2-2 13 56351.0
ch03 1-1 13 47683.0
ch03 1-2 13 66273.0
ch03 2-1 13 54052.0
ch03 2-2 13 83886.0
ch03 1-1 14 59997.0
ch03 1-2 14 61287.0
ch03 2-1 14 60139.0
ch03 2-2 14 77726.0
ch03 1-1 14 36579.0
ch03 1-2 14 39587.0
ch03 2-1 14 36945.0
ch03 2-2 14 35314.0
ch03 1-2 14 71271.0
ch03 2-1 12 66710.0
ch03 2-1 16 43774.0
ch03 1-1 17 55463.0
ch03 2-1 19 46165.0
ch03 2-2 19 75821.0
ch03 1-1 19 39673.0
ch03 1-2 19 48847.0
ch03 2-1 19 48039.0
ch03 2-2 19 47592.0
ch03 1-1 19 54033.0
ch03 1-2 19 36154.0
ch03 2-1 19 41860.0
ch03 2-2 19 61778.0
ch03 1-1 20 50137.0
ch03 1-2 20 40673.0
ch03 2-1 20 43987.0
ch03 2-2 20 61381.0
ch03 1-1 20 44335.0
ch03 1-2 20 56311.0
ch03 2-1 20 66073.0
ch03 1-2 19 53606.0
ch03 2-2 16 43843.0
ch03 1-1 19 51186.0
ch03 2-1 18 12.0
ch03 1-2 17 54241.0
ch03 2-1 17 44929.0
ch03 2-2 17 60763.0
ch03 1-1 17 49337.0
ch03 1-2 17 41457.0
ch03 2-1 17 50975.0
ch03 2-2 17 44109.0
ch03 1-1 18 40268.0
ch03 1-2 18 36483.0
ch03 2-1 18 33379.0
ch03 2-2 18 37821.0
ch03 1-1 18 50322.0
ch03 1-2 18 41840.0
ch03 2-1 18 48468.0
ch03 2-2 18 50619.0
ch03 1-1 18 5.0
ch03 1-2 18 3.0
ch03 2-2 18 10.0
ch02 1-1 14 160645.0
ch03 1-2 12 48512.0
ch03 2-2 12 49990.0
ch02 1-2 12 119142.0
ch02 1-1 12 60753.0
ch02 2-2 12 67255.0
ch02 2-1 12 87365.0
ch02 1-2 12 97109.0
ch02 1-1 12 69383.0
ch03 2-1 6 92872.0
ch03 2-2 6 115210.0
ch03 1-1 6 52266.0
ch03 1-2 6 71095.0
ch03 2-1 6 96071.0
ch03 2-2 6 126701.0
ch03 1-1 7 49952.0
ch03 1-2 7 71446.0
ch03 2-1 7 92717.0
ch03 2-2 7 131685.0
ch03 1-1 7 54595.0
ch02 2-1 12 172919.0
ch03 1-2 7 74209.0
ch02 2-2 12 148746.0
ch02 1-2 12 133880.0
ch02 2-1 14 146539.0
ch02 1-2 14 128150.0
ch02 1-1 14 65430.0
ch02 2-2 14 151790.0
ch02 2-1 14 116323.0
ch02 1-2 14 101796.0
ch02 1-1 14 73623.0
ch02 2-2 13 185699.0
ch02 2-1 13 119936.0
ch02 1-2 13 133098.0
ch02 1-1 13 73991.0
ch02 2-2 13 239815.0
ch02 2-1 13 143294.0
ch02 1-2 13 107207.0
ch02 1-1 13 114928.0
ch02 2-2 12 178233.0
ch02 2-1 12 106286.0
ch02 1-1 12 91357.0
ch03 1-1 12 66247.0
ch03 2-1 7 102862.0
ch03 1-1 7 54725.0
ch03 1-1 10 45353.0
ch03 1-2 10 62788.0
ch03 2-1 10 83173.0
ch03 1-1 10 46298.0
ch03 1-2 10 73308.0
ch03 2-1 10 85611.0
ch03 1-1 11 66573.0
ch03 1-2 11 111795.0
ch03 2-1 11 141313.0
ch03 2-2 11 195130.0
ch03 1-1 12 13275.0
ch03 1-2 12 23428.0
ch03 2-1 12 10831.0
ch03 2-2 12 17899.0
ch03 1-1 12 33913.0
ch03 1-2 12 40628.0
ch03 2-1 12 56857.0
ch03 2-1 9 62376.0
ch03 2-2 7 113881.0
ch03 1-2 9 86073.0
ch03 2-2 9 113331.0
ch03 1-2 7 71244.0
ch03 2-1 7 92236.0
ch03 2-2 7 125281.0
ch03 1-1 8 59435.0
ch03 1-2 8 77349.0
ch03 2-1 8 94371.0
ch03 2-2 8 130581.0
ch03 1-1 8 73603.0
ch03 1-2 8 92355.0
ch03 2-1 8 122458.0
ch03 2-2 8 131361.0
ch03 1-1 9 64180.0
ch03 1-2 9 87727.0
ch03 2-1 9 98476.0
ch03 2-2 9 129940.0
ch03 1-2 9 68383.0
ch03 2-1 9 97769.0
ch03 1-1 9 53525.0
ch03 2-1 4 91144.0
ch01 2-2 1 117093.0
ch01 1-1 11 387142.0
ch01 1-1 15 167384.0
ch01 2-1 14 105174.0
ch01 1-2 14 52097.0
ch01 1-1 14 106429.0
ch01 2-1 14 153408.0
ch01 1-2 14 97595.0
ch01 1-1 14 127712.0
ch01 2-1 13 29273.0
ch01 1-2 13 15316.0
ch01 1-1 13 24467.0
ch01 2-1 13 152484.0
ch01 1-2 13 125722.0
ch01 1-2 15 67953.0
ch01 1-1 13 168494.0
ch01 1-2 12 96858.0
ch01 1-1 12 100057.0
ch01 2-1 12 99092.0
ch01 1-2 12 131487.0
ch01 1-1 12 87299.0
ch01 1-1 0 152060.0
ch01 1 11 174281.0
ch01 2-1 9 177615.0
ch01 1-2 9 46211.0
ch01 1-1 9 131782.0
ch01 2-2 9 119843.0
ch01 2-1 9 167466.0
ch01 2-1 12 125282.0
ch01 2-1 15 147629.0
ch01 1-1 15 107353.0
ch01 1-2 15 64346.0
ch01 1-2 20 65385.0
ch01 1-1 20 120370.0
ch01 2-1 20 129774.0
ch01 1-2 20 99023.0
ch01 1-1 20 146082.0
ch01 2-1 19 166580.0
ch01 1-2 19 89691.0
ch01 1-1 19 145375.0
ch01 2-1 18 129682.0
ch01 1-2 18 88319.0
ch01 1-1 18 195254.0
ch01 2-1 17 127808.0
ch01 1-2 17 74963.0
ch01 1-1 17 106187.0
ch01 2-1 17 71369.0
ch01 1-2 17 59973.0
ch01 1-1 17 91970.0
ch01 2-1 16 168768.0
ch01 1-2 16 101192.0
ch01 1-1 16 149476.0
ch01 2-1 16 85770.0
ch01 1-2 16 67378.0
ch01 1-1 16 127043.0
ch01 2-1 16 76880.0
ch01 1-2 16 69513.0
ch01 1-1 16 69463.0
ch01 2-1 15 106040.0
ch01 1-1 9 152214.0
ch01 2-2 8 157116.0
ch01 2-1 8 149880.0
ch01 1-1 8 177335.0
ch01 2-2 3 763528.0
ch01 2-1 3 170789.0
ch01 1-1 3 169243.0
ch01 2-2 3 133297.0
ch01 2-1 3 166765.0
ch01 1-1 3 146663.0
ch01 2-2 2 162675.0
ch01 2-1 2 194074.0
ch01 1-1 2 203781.0
ch01 2-1 2 117769.0
ch01 1-1 2 139330.0
ch01 2-2 2 138879.0
ch01 2-1 2 190312.0
ch01 1-1 2 200940.0
ch01 2-1 1 121056.0
ch01 1-1 1 175621.0
ch01 2-2 1 198373.0
ch01 2-1 1 198373.0
ch01 1-1 1 193992.0
ch01 2-2 0 117118.0
ch01 2-1 0 125105.0
ch01 1-1 0 135250.0
ch01 2-2 0 184480.0
ch01 2-1 0 176010.0
ch01 1-1 0 162092.0
ch01 2-2 0 72686.0
ch01 2-1 0 64892.0
ch01 1-1 4 144273.0
ch01 2-1 20 92897.0
ch01 2-1 4 133496.0
ch01 1-1 4 206232.0
ch01 2-2 8 164446.0
ch01 2-1 8 172770.0
ch01 1-1 8 240897.0
ch01 2-2 7 125425.0
ch01 2-1 7 122477.0
ch01 1-1 7 138881.0
ch01 2-2 7 138428.0
ch01 2-1 7 196250.0
ch01 1-1 7 206127.0
ch01 2-2 7 126119.0
ch01 2-2 6 138067.0
ch01 2-1 6 132167.0
ch01 1-1 6 151029.0
ch01 2-2 5 174403.0
ch01 2-1 5 199322.0
ch01 1-1 5 222733.0
ch01 2-2 5 127019.0
ch01 2-1 5 124065.0
ch01 1-1 5 154448.0
ch01 2-2 5 148347.0
ch01 2-1 5 167657.0
ch01 1-1 5 172293.0
ch01 2-2 4 124369.0
ch01 2-1 4 122792.0
ch01 1-1 4 139266.0
ch01 2-2 4 130657.0
ch01 2-1 4 164780.0
ch01 2-2 4 133785.0
ch01 1-1 0 131465.0
ch01 1-1 20 156638.0
ch01 2-1 20 150234.0
ch01 1-2 20 97724.0
ch01 2-1 24 178342.0
ch01 1-2 24 86143.0
ch01 1-1 24 160080.0
ch01 2-2 2 141942.0
ch01 2-1 22 93696.0
ch01 1-2 22 76510.0
ch01 1-1 22 116143.0
ch01 2-1 22 147103.0
ch01 1-2 22 88618.0
ch01 2-2 0 114291.0
ch01 2-1 22 113236.0
ch01 1-1 21 128640.0
ch01 1-1 22 184899.0
ch01 2-1 21 98990.0
ch01 1-1 21 145428.0
ch01 1-2 21 78511.0
ch01 1-2 21 91956.0
ch01 2-1 21 163233.0
ch01 1-1 22 116853.0
ch01 1-2 22 79109.0
ch04 1-2 18 59613.0
ch04 1-1 19 60692.0
ch04 2-1 18 67977.0
ch04 2-2 18 111193.0
ch04 1-1 19 67615.0
ch04 1-2 19 73600.0
ch04 2-1 19 81401.0
ch04 2-2 19 126677.0
ch04 1-1 18 56523.0
ch04 1-2 19 52422.0
ch04 1-2 20 78365.0
ch04 2-2 19 130363.0
ch04 1-1 20 49701.0
ch04 2-2 18 124511.0
ch04 2-1 20 84467.0
ch04 2-2 20 115127.0
ch03 1-1 19 48770.0
ch03 2-2 19 68461.0
ch03 2-1 19 94612.0
ch03 1-2 19 50786.0
ch04 2-1 19 80834.0
ch04 2-1 18 71334.0
ch04 2-1 18 85730.0
ch04 1-1 18 48830.0
ch04 2-1 13 82640.0
ch04 1-1 13 80446.0
ch04 1-2 13 92345.0
ch04 2-1 13 93594.0
ch04 1-1 13 98973.0
ch04 1-2 13 98137.0
ch04 2-1 13 87517.0
ch04 2-2 13 97786.0
ch04 1-1 14 82127.0
ch04 1-2 14 104203.0
ch04 2-1 14 90116.0
ch04 2-2 14 86252.0
ch04 1-1 14 82541.0
ch04 1-2 14 91425.0
ch04 2-1 14 77098.0
ch04 1-1 17 77270.0
ch04 1-2 17 73817.0
ch04 2-1 17 70058.0
ch04 2-2 17 73216.0
ch04 1-1 18 70797.0
ch04 1-2 18 73980.0
ch03 1-1 19 39850.0
ch04 2-2 18 74726.0
ch04 1-2 18 47605.0
ch03 2-1 18 78837.0
ch03 1-1 18 41749.0
ch03 1-1 18 51864.0
ch03 1-1 15 41983.0
ch03 2-2 14 52161.0
ch03 2-1 14 75372.0
ch03 1-2 14 44458.0
ch03 1-1 14 44365.0
ch03 2-2 14 74516.0
ch03 2-1 14 80312.0
ch03 1-2 14 43784.0
ch03 1-1 14 56640.0
ch03 2-2 14 54524.0
ch03 2-1 14 56437.0
ch03 1-2 14 38193.0
ch03 1-1 14 42551.0
ch03 2-2 13 63008.0
ch03 2-1 13 60180.0
ch03 1-2 13 43932.0
ch03 1-1 13 45775.0
ch03 2-2 13 48608.0
ch03 2-1 13 51081.0
ch03 1-2 13 49340.0
ch03 1-1 13 42400.0
ch03 1-2 15 41968.0
ch03 2-1 15 66392.0
ch03 1-1 15 43981.0
ch03 1-2 15 46920.0
ch03 2-1 18 60913.0
ch03 1-2 18 42372.0
ch03 2-1 17 51581.0
ch03 1-2 17 46932.0
ch03 1-1 17 40333.0
ch03 2-2 17 45804.0
ch03 2-1 17 52189.0
ch03 1-1 17 35082.0
ch03 2-1 17 59674.0
ch03 1-2 17 43855.0
ch03 1-2 18 58426.0
ch03 1-1 17 28665.0
ch03 1-2 16 34824.0
ch03 1-1 16 30553.0
ch03 2-2 16 47581.0
ch03 2-1 16 62790.0
ch03 1-2 16 46210.0
ch03 1-1 16 40451.0
ch03 2-1 15 67461.0
ch03 1-2 15 31773.0
ch03 1-1 15 31783.0
ch03 2-1 15 110497.0
ch03 2-1 16 49303.0
ch03 1-2 17 44269.0
ch04 1-2 7 92263.0
ch03 2-2 12 45228.0
ch02 1-2 15 92298.0
ch02 2-1 15 137436.0
ch02 2-2 15 135969.0
ch02 1-1 15 71099.0
ch02 1-2 15 75814.0
ch02 2-1 15 89019.0
ch02 2-2 15 135328.0
ch02 1-1 16 77617.0
ch02 1-2 16 81268.0
ch02 2-1 16 105402.0
ch02 1-1 15 70172.0
ch02 2-2 16 146531.0
ch02 1-2 16 83532.0
ch02 2-1 16 93032.0
ch02 2-2 16 153647.0
ch02 2-1 17 76111.0
ch02 2-2 17 72943.0
ch02 2-1 17 71254.0
ch02 2-2 17 95411.0
ch02 2-1 17 77886.0
ch02 2-2 17 87892.0
ch02 2-1 18 95767.0
ch02 1-1 16 76796.0
ch02 2-2 18 90552.0
ch02 2-2 14 154250.0
ch02 1-2 14 79964.0
ch02 2-2 11 234084.0
ch02 1-1 12 50866.0
ch02 1-2 12 81040.0
ch02 2-1 12 92775.0
ch02 2-2 12 139702.0
ch02 1-1 12 50211.0
ch02 1-2 12 74546.0
ch02 2-1 12 73251.0
ch02 2-2 12 69968.0
ch02 1-1 13 55465.0
ch02 2-1 14 139250.0
ch02 1-2 13 80509.0
ch02 2-2 13 136449.0
ch02 1-1 13 68371.0
ch02 1-2 13 72581.0
ch02 2-1 13 88897.0
ch02 2-2 13 125354.0
ch02 1-1 14 73562.0
ch02 1-2 14 87355.0
ch02 2-1 14 120769.0
ch02 2-2 14 148063.0
ch02 1-1 14 70301.0
ch02 2-1 13 117433.0
ch04 1-2 13 70316.0
ch02 2-1 18 77219.0
ch02 2-1 19 96243.0
ch03 2-2 0 119909.0
ch03 1-1 0 89267.0
ch03 2-1 0 83199.0
ch03 2-2 0 107298.0
ch03 1-1 8 52589.0
ch03 1-2 8 81028.0
ch03 2-1 8 89216.0
ch03 2-2 8 107261.0
ch03 1-1 11 49426.0
ch03 1-2 11 59662.0
ch03 2-1 0 78103.0
ch03 2-1 11 102888.0
ch03 1-1 12 46657.0
ch03 2-1 12 53874.0
ch03 2-2 12 43833.0
ch03 1-1 12 50563.0
ch03 1-2 12 55880.0
ch03 2-1 12 53099.0
ch03 2-2 12 44686.0
ch03 1-1 12 35180.0
ch03 1-2 12 37290.0
ch03 2-1 12 49739.0
ch03 2-2 11 80285.0
ch02 2-2 18 91121.0
ch03 1-2 0 68519.0
ch02 2-2 24 74888.0
ch02 2-1 19 60509.0
ch02 2-1 19 86980.0
ch02 2-2 19 87614.0
ch02 2-1 20 68376.0
ch02 2-2 20 65809.0
ch02 2-1 20 63003.0
